Municipio,UF,Post/Coment,Data,Usuario,Comentarios,Emojis,Texto,Unicodes,ComentarioTraduzido,Polaridade,Analise,Subjetividade
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:49:04,rhosanabueno,Péssimo ....principalmente para crianças e deficientes,,Péssimo ....principalmente para crianças e deficientes,[],Terrible .... mainly for children and disabled,-0.344,Negativo,0.544
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:21:38,alexandre_sccp_s,"Achei que ficou muito perigoso, para o passageiro sair do carro, porque a maioria não tem a noção do condutor de olhar no espelho para abrir a porta, e também para os deficientes.",,"Achei que ficou muito perigoso, para o passageiro sair do carro, porque a maioria não tem a noção do condutor de olhar no espelho para abrir a porta, e também para os deficientes.",[],"I thought it was very dangerous, for the passenger to get out of the car, because most do not have the notion of the driver of looking in the mirror to open the door, and also for the disabled.",-0.12,Negativo,0.575
Campo Limpo Paulista,SP,Comentario,2022-07-31 21:09:39,lets_rosaa,acho que as vagas deveriam ser do outro lado,,acho que as vagas deveriam ser do outro lado,[],I think the vacancies should be on the other side,-0.125,Negativo,0.375
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:57:28,__graoliv,"Péssimo.antes era bem melhor, assim ficou complicado para pedestre e motorista",,"Péssimo.antes era bem melhor, assim ficou complicado para pedestre e motorista",[],"Bad. Before it was much better, so it was complicated for pedestrian and driver",-0.233,Negativo,0.722
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:19:08,buckxox,Sem duvidas totalmente horrível!,,Sem duvidas totalmente horrível!,[],No doubt totally horrible!,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 21:03:10,dayiyane,"Uma vergonha,",,"Uma vergonha,",[],"A shame,",0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:01:22,lucianagiovannetti,Aumentou o número de vagas...eu aprovo,,Aumentou o número de vagas...eu aprovo,[],Increased the number of vacancies ... I approve,0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:57:36,marildaamancio,Péssimo,,Péssimo,[],Terrible,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:01:20,simonenasar,Péssimo!,,Péssimo!,[],Terrible!,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:09:04,fabiocarelli2020,Horrível!! A pior ideia que tiveram,,Horrível!! A pior ideia que tiveram,[],Horrible!! The worst idea they had,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:57:49,juli.galdino,Terrível! Ruim para estacionar e complicado para descer com crianças ou idosos.,,Terrível! Ruim para estacionar e complicado para descer com crianças ou idosos.,[],Terrible! Bad to park and complicated to descend with children or the elderly.,-0.733,Negativo,0.889
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:37:47,vanessamaressa.m,Péssimo! A ponto de alguém abrir a porta e ocorrer um acidente,,Péssimo! A ponto de alguém abrir a porta e ocorrer um acidente,[],Terrible! To the point that someone opens the door and an accident occurs,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-08-01 11:42:49,lidiana.hairenails,"Ficou horrível, péssimo e muito perigoso",,"Ficou horrível, péssimo e muito perigoso",[],"It was horrible, terrible and very dangerous",-0.927,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:44:13,joycecds,"Horrível, não pensaram nos portadores de deficiência. Imagina um motorista ♿ como faz?",♿,"Horrível, não pensaram nos portadores de deficiência. Imagina um motorista como faz?",['u267f'],"Horrible, they did not think about the disabled. Imagine a driver how do you?",-0.6,Negativo,0.65
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:08:43,fabiocarelli2020,Horrível !! Sem,,Horrível !! Sem,[],Horrible !! Without,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-08-02 01:30:44,andiara_rodrigues,"Horrível, precisa voltar como era antes nada haver o que fizeram ficou foi perigoso",,"Horrível, precisa voltar como era antes nada haver o que fizeram ficou foi perigoso",[],"Horrible, you need to go back as it was before there was nothing there was what they did was dangerous",-0.533,Negativo,0.633
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:43:44,mauriciiodiniz,Horrível,,Horrível,[],Horrible,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:21:47,aylalu,Horrível,,Horrível,[],Horrible,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:10:12,l.cassiano_,Horrível,,Horrível,[],Horrible,-1.0,Negativo,1.0
Campo Limpo Paulista,SP,Comentario,2022-07-30 13:28:24,magnificos_sabor_food_truck,"Vem curtir com a família e amigos,uma tarde de samba e um lindo por do Sol 👏",👏,"Vem curtir com a família e amigos,uma tarde de samba e um lindo por do Sol",['U0001f44f'],"Come enjoy with family and friends, a samba afternoon and a beautiful sunset",0.825,Positivo,0.75
Campo Limpo Paulista,SP,Comentario,2022-07-31 23:56:58,matheuss_gobbo,👩 ‍ ⚕ ️ precisamos de médicos,👩⚕,‍ ️ precisamos de médicos,"['U0001f469', 'u2695']",‍ ️ We need doctors,-0.1,Negativo,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-28 15:51:26,dalva5135,Marisa.canilbolinha,,Marisa.canilbolinha,[],Marisa.canilbolinha,0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-28 16:25:40,ricardagoldoni,Eu tenho um ano aguardando uma colonoscopia vergonhoso,,Eu tenho um ano aguardando uma colonoscopia vergonhoso,[],I have a year waiting for a shameful colonoscopy,0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-28 19:22:57,beluxy_semijoias,Entendam não é um prêmio e sim impostos caros que pagamos então não estão fazendo favor nem caridade.,,Entendam não é um prêmio e sim impostos caros que pagamos então não estão fazendo favor nem caridade.,[],Understanding is not a prize but expensive taxes we pay so they are not doing favor or charity.,-0.5,Negativo,0.7
Campo Limpo Paulista,SP,Comentario,2022-07-29 13:27:38,anapaularossi36,Eu tenho oftalmologista no sus,,Eu tenho oftalmologista no sus,[],I have ophthalmologist in SUS,0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-29 13:27:58,anapaularossi36,Minha mãe tem a segunda audiometria,,Minha mãe tem a segunda audiometria,[],My mother has the second audiometry,0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-29 13:28:31,anapaularossi36,Minha mãe tem ultrassom com. Doppler,,Minha mãe tem ultrassom com. Doppler,[],My mother has ultrasound with. Doppler,0.0,Neutro,0.0
Campo Limpo Paulista,SP,Comentario,2022-07-29 14:10:43,roh_oliveeira,"Olá, o assunto que vou tratar não tem a ver com o post, porém, por gentileza poderiam informar... Há alguma informação oficial a respeito de desabastecimento de agua no bairro do Parque Internacional? Ontem pessoas que se identificaram como funcionarios da Sabesp passaram pelo bairro comunicando que a partir da proxima semana as residencias serão abastecidas com caminhão pipa. Isso procede?",,"Olá, o assunto que vou tratar não tem a ver com o post, porém, por gentileza poderiam informar... Há alguma informação oficial a respeito de desabastecimento de agua no bairro do Parque Internacional? Ontem pessoas que se identificaram como funcionarios da Sabesp passaram pelo bairro comunicando que a partir da proxima semana as residencias serão abastecidas com caminhão pipa. Isso procede?",[],"Hello, the subject I am going to deal with is not to do with the post, however, please inform ... Is there any official information about the shortage of water in the neighborhood of Park Internacional? Yesterday people who identified themselves as Sabesp employees passed through the neighborhood communicating that from the next week the residences will be supplied with a kite truck. Does this proceed?",-0.083,Negativo,0.167
Campo Limpo Paulista,SP,Comentario,2022-07-28 00:43:57,renato.garcia2005,,,,[],,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-09-04 15:33:28,rivaldocarlos.p,Muito bem parabéns prefeitura por está Edéia maravilhosa de chamar povo pra comemoração do sete se setembro pq este e o dia do povo parabéns prefeito. 👏 🏼,👏🏼,Muito bem parabéns prefeitura por está Edéia maravilhosa de chamar povo pra comemoração do sete se setembro pq este e o dia do povo parabéns prefeito.,"['U0001f44f', 'U0001f3fc']",Very well congratulations city hall for this wonderful Edéia to call people to celebrate seven if September because this and the day of the people congratulations mayor.,0.8,Positivo,0.65
Catanduvas,PR,Comentario,2022-08-31 22:52:51,rivaldocarlos.p,Muito bem senhor prefeito está sendo bem empregado o dinheiro do município parabéns 👏 👏 👏 👏 👏 👏 👏,👏,Muito bem senhor prefeito está sendo bem empregado o dinheiro do município parabéns,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",Very well sir mayor is being well employed the money from the municipality congratulations,1.6,Positivo,0.3
Catanduvas,PR,Comentario,2022-08-07 21:03:40,frazaokarate,Oss,,Oss,[],OSS,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-07-27 09:43:02,elenicesilva2030,👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f']",,0.6,Positivo,0.0
Catanduvas,PR,Comentario,2022-07-07 01:29:20,rivaldocarlos.p,Falta de limpeza de quintal em Catanduva existe muitas casas fechada pra alugar em imobiliária que nem taí pra fazer a limpeza das mesmas,,Falta de limpeza de quintal em Catanduva existe muitas casas fechada pra alugar em imobiliária que nem taí pra fazer a limpeza das mesmas,[],Lack of backyard cleaning in Catanduva there are many homes closed to rent in real estate that is not even to clean them,0.242,Positivo,0.4
Catanduvas,PR,Comentario,2022-07-06 21:27:34,ojoaresvieira,Este prefeito está de mais kkkk 😂,😂,Este prefeito está de mais kkkk,['U0001f602'],This mayor is more kkkk,0.7,Positivo,0.5
Catanduvas,PR,Comentario,2022-06-28 22:24:46,ojoaresvieira,"PARABÉNS PREFEITO DE CATANDUVAS PARANÁ FICO MUITO FELÍZ DE QUE CATANDUVAS TEM UM PREFEITO DE VERDADE ,QUE SE PREOCUOA COM SUA CIDADE ,TIVEMOS UM ATRITO MAIS EM PARTICULAR NA EPOCA DA PRIMEIRA CAMPANHA POLÍTICA ,MAIS SE A PESSOA VEZ,ALEM DOQUE EU PREVIA TEM QUE ELOGIAR MESMO,E AQUILO QUE PROMETÍ NA ÉPOCA NO PALANQUE COM VOCE VOCE HONRRO,POSSO IR A CATANDUVAS E DISET ESTÁ VENDO AÍ O OREFEITO É O CAAAARA 😂 😂 🙌",😂🙌,"PARABÉNS PREFEITO DE CATANDUVAS PARANÁ FICO MUITO FELÍZ DE QUE CATANDUVAS TEM UM PREFEITO DE VERDADE ,QUE SE PREOCUOA COM SUA CIDADE ,TIVEMOS UM ATRITO MAIS EM PARTICULAR NA EPOCA DA PRIMEIRA CAMPANHA POLÍTICA ,MAIS SE A PESSOA VEZ,ALEM DOQUE EU PREVIA TEM QUE ELOGIAR MESMO,E AQUILO QUE PROMETÍ NA ÉPOCA NO PALANQUE COM VOCE VOCE HONRRO,POSSO IR A CATANDUVAS E DISET ESTÁ VENDO AÍ O OREFEITO É O CAAAARA","['U0001f602', 'U0001f602', 'U0001f64c']","Congratulations Mayor of Catanduvas Paraná I am very felít that Catanduvas has a real mayor who cares about his city, we had a more particular friction at the time of the first political campaign, but if the person, besides, has to praise Even, and what I promised at the time on the stage with you you honor, I can go to catanduvas and diseth is seeing the ore is the caaaara",0.819,Positivo,0.311
Catanduvas,PR,Comentario,2022-06-21 20:15:16,ojoaresvieira,"PARABÉNS PREFEITO DE CATANDUVAS,FASENTO OQUE NEM UM PREFEITO FEZ ATÉ HOJE 😀",😀,"PARABÉNS PREFEITO DE CATANDUVAS,FASENTO OQUE NEM UM PREFEITO FEZ ATÉ HOJE",['U0001f600'],"Congratulations Mayor of Catanduvas, doing what a mayor did not even have done",0.2,Positivo,0.0
Catanduvas,PR,Comentario,2022-06-21 20:16:41,ojoaresvieira,"AÍ NÃO TEM PRA NINGUEM ,KKKK PORQUE QUEM PRANTA COLHE? 😂 🙌",😂🙌,"AÍ NÃO TEM PRA NINGUEM ,KKKK PORQUE QUEM PRANTA COLHE?","['U0001f602', 'U0001f64c']","There is no one for anyone, kkkk because who plays gaps?",0.4,Positivo,0.0
Catanduvas,PR,Comentario,2022-06-21 20:19:16,ojoaresvieira,"VEJAM OS CALSAMENTO EM REDOR DA CIDADE,EU FUI VER E CONFERÍ ESTÁ LINDO. 😀",😀,"VEJAM OS CALSAMENTO EM REDOR DA CIDADE,EU FUI VER E CONFERÍ ESTÁ LINDO.",['U0001f600'],"Look at the lousing around the city, I went to see and conference is beautiful.",1.05,Positivo,1.0
Catanduvas,PR,Comentario,2022-06-21 20:54:43,dircele_cordeiro,Parabéns ao prefeito e equipe 👏 👏 👏,👏,Parabéns ao prefeito e equipe,"['U0001f44f', 'U0001f44f', 'U0001f44f']",Congratulations to the mayor and team,0.6,Positivo,0.0
Catanduvas,PR,Comentario,2022-06-21 22:10:47,gb.patolino,"Parabéns prefeito, continue assim para nossa cidade ficar cada vez melhor de se viver e mas bonita, futuramente podemos ganhar cada vez mais cidadãos e catanduvas ficar cada vez mas bem falada.",,"Parabéns prefeito, continue assim para nossa cidade ficar cada vez melhor de se viver e mas bonita, futuramente podemos ganhar cada vez mais cidadãos e catanduvas ficar cada vez mas bem falada.",[],"Congratulations Mayor, continue like this for our city to get better and better to live and but beautiful, in the future we can earn more and more citizens and catanduvas get each time but well spoken.",0.427,Positivo,0.518
Catanduvas,PR,Comentario,2022-06-16 23:56:48,suco.guerino,Bah,,Bah,[],Bah,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-06-03 22:55:38,hicardobarreto,👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f']",,0.6,Positivo,0.0
Catanduvas,PR,Comentario,2022-05-28 00:19:53,clevisveve,Ótimo perfeito 👏 👏 👏,👏,Ótimo perfeito,"['U0001f44f', 'U0001f44f', 'U0001f44f']",Great perfect,1.5,Positivo,0.875
Catanduvas,PR,Comentario,2022-05-28 09:25:42,brancosoeli,Vai,,Vai,[],Go,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-05-25 12:58:09,ionarasgomes,Meus sentimentos a todos familiares e amigos! Que Deus conforte o coração de todos,,Meus sentimentos a todos familiares e amigos! Que Deus conforte o coração de todos,[],My feelings to all family and friends! May God comfort the hearts of all,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-05-25 13:11:57,dejane.costa.9235,Meus sentimentos,,Meus sentimentos,[],My feelings,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-05-25 14:04:54,adilsonribeiro666,Meu sentimento aos familiares,,Meu sentimento aos familiares,[],My feeling to family members,0.0,Neutro,0.0
Catanduvas,PR,Comentario,2022-04-14 02:44:44,rivaldocarlos.p,Tem unha casa aq na rua mato grosso n1075 q já foi várias vezes comunicado a prefeitura e nada está sendo feito tem um carro velho dentro da varanda e nunca foi tirado da li fora mato e entulho q brota na casa o porta está sem cadeado pq da outra vês q a prefeitura veio aq disse que iria dar um jeito e até agora nada está abandonada como sempre fica por isto mesmo da unha passada por aq que vcs vão ver se a coisa né brincadeira o mato e árvore estão por toda partes do quintal dos fundos e tem mais o dono não mora na cidade e nem tá aí pq ele não mora por perto por isto então quem tem q tomar unha solução e prefeitura sem mais nada tem q agir não esperar q isto vire unha selva e um grande criador de musquitos da dengue e outro animais pesonhentos.,,Tem unha casa aq na rua mato grosso n1075 q já foi várias vezes comunicado a prefeitura e nada está sendo feito tem um carro velho dentro da varanda e nunca foi tirado da li fora mato e entulho q brota na casa o porta está sem cadeado pq da outra vês q a prefeitura veio aq disse que iria dar um jeito e até agora nada está abandonada como sempre fica por isto mesmo da unha passada por aq que vcs vão ver se a coisa né brincadeira o mato e árvore estão por toda partes do quintal dos fundos e tem mais o dono não mora na cidade e nem tá aí pq ele não mora por perto por isto então quem tem q tomar unha solução e prefeitura sem mais nada tem q agir não esperar q isto vire unha selva e um grande criador de musquitos da dengue e outro animais pesonhentos.,[],There are nail home aq on Mato Grosso Street n1075 that has been communicated several times to City Hall and nothing is being done has an old car inside the porch and was never taken out of the bull and rubble that sprouts in the house the door is without lock because Another see that the city came here that it would find a way and so far nothing is abandoned as it always is for the nail passed by aq that you will see if the thing is joke the bush and tree are all parts of the backyard of the back And there is more the owner does not live in the city and there is no way because he does not live around for this so who has to take nail solution and City Hall without anything else has to act not to expect this to become jungle nail and a great creator of musquitos da dengue and other weightlies.,0.138,Positivo,0.425
Catanduvas,PR,Comentario,2022-04-14 02:15:29,cleber_duhh,👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f']",,0.6,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-19 19:16:54,elizetefnunes,Meus sentimentos a todos os familiares e amigos 🖤,🖤,Meus sentimentos a todos os familiares e amigos,['U0001f5a4'],My feelings to all family and friends,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-19 18:25:20,ligia.rezz,Esse meu tio vai fazer muita falta! 😢,😢,Esse meu tio vai fazer muita falta!,['U0001f622'],This uncle of mine will be sorely missed!,-0.1,Negativo,0.0
Catas Altas,MG,Comentario,2022-09-20 01:39:31,luh_langkammer,Sentimentos 💘 para toda família!,💘,Sentimentos para toda família!,['U0001f498'],Feelings for the whole family!,0.45,Positivo,0.4
Catas Altas,MG,Comentario,2022-09-20 10:54:53,adrianedrika13,Que Deus conforte toda família e amigos 🙌,🙌,Que Deus conforte toda família e amigos,['U0001f64c'],May God comfort all family and friends,0.2,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-19 23:40:08,andrea.sa.teia,Meus sentimentos! Que Deus continue confortando toda família e amigos,,Meus sentimentos! Que Deus continue confortando toda família e amigos,[],My feelings! May God continue to comfort all family and friends,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-19 17:31:31,mauramariaalves,Meus sentimentos,,Meus sentimentos,[],My feelings,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-19 17:39:58,viegas2083,Meus sentimentos a toda família Darci descanse em paz!,,Meus sentimentos a toda família Darci descanse em paz!,[],My feelings to the whole family Darci rest in peace!,0.25,Positivo,0.4
Catas Altas,MG,Comentario,2022-09-19 19:01:13,arcanjomadalena,Meus sentimentos a família enlutada,,Meus sentimentos a família enlutada,[],My feelings the bereaved family,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-19 17:37:03,dorahosken,"Descance em paz Darci 🙏 Gratidão por todas as vezes que atendeu aos que precisavam dos seus serviços, que me atendeu, que foi prestativo com os meus. Que Deus conforte a todos os familiares nesse momento de dor.",🙏,"Descance em paz Darci Gratidão por todas as vezes que atendeu aos que precisavam dos seus serviços, que me atendeu, que foi prestativo com os meus. Que Deus conforte a todos os familiares nesse momento de dor.",['U0001f64f'],"Descend in peace Darci gratitude for all the times that he answered those who needed their services, who answered me, which was helpful with mine. May God comfort all family members in this moment of pain.",0.2,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-19 19:36:49,rosangelabarcelos44,Que Deus conforte o coração de toda a família e amigos nesse momento. Meus sinceros sentimentos extensivo a todos 🙏,🙏,Que Deus conforte o coração de toda a família e amigos nesse momento. Meus sinceros sentimentos extensivo a todos,['U0001f64f'],May God comfort the hearts of all family and friends right now. My sincere feelings extensive to all,0.462,Positivo,0.456
Catas Altas,MG,Comentario,2022-09-19 20:05:45,lojinha_da_welida,Meu sentimentos a família,,Meu sentimentos a família,[],My feelings to family,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-19 21:31:43,eelainelian,Meus sentimentos a toda família!,,Meus sentimentos a toda família!,[],My feelings to the whole family!,0.25,Positivo,0.4
Catas Altas,MG,Comentario,2022-09-15 22:24:37,heder_wiler,"Fala da obras inacabadas, do trevo abandonado, das ruas soltando pedras",,"Fala da obras inacabadas, do trevo abandonado, das ruas soltando pedras",[],"Speaks of unfinished works, the abandoned clover, the streets dropping stones",0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-18 17:26:50,fernandol_moraes,"É uma vergonha para a administração uma cidade como Catas Altas com tantas nascentes de agua não conseguem resolver o problema do abastecimento para a população, bastaria construir um reservatório maior. Coisa triste.",,"É uma vergonha para a administração uma cidade como Catas Altas com tantas nascentes de agua não conseguem resolver o problema do abastecimento para a população, bastaria construir um reservatório maior. Coisa triste.",[],"It is a shame for the administration a city like Catas high with so many water springs cannot solve the supply problem for the population, it would be enough to build a larger reservoir. Sad thing.",0.032,Positivo,0.608
Catas Altas,MG,Comentario,2022-09-15 18:31:17,lvagropecuaria,"Pra quem tiver interesse em fazer o exame, estamos realizando com valor promocional (31)3942-2159 fixo e WhatsApp, mesmo os animais que não precisam do exame obrigatoriamente é bom fazer pra garantir a segurança do seu amiguinho.",,"Pra quem tiver interesse em fazer o exame, estamos realizando com valor promocional (31)3942-2159 fixo e WhatsApp, mesmo os animais que não precisam do exame obrigatoriamente é bom fazer pra garantir a segurança do seu amiguinho.",[],"For those who are interested in taking the exam, we are performing with promotional value (31) 3942-2159 fixed and WhatsApp, even the animals that do not need the exam is good to ensure the safety of your little friend.",0.216,Positivo,0.45
Catas Altas,MG,Comentario,2022-09-15 19:01:04,cris_ramos25,A partir de qual idade poderá ser castrado?,,A partir de qual idade poderá ser castrado?,[],At what age can it be castrated?,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-13 17:26:57,aleanimacoeseventos,Esse link não abre para a inscrição,,Esse link não abre para a inscrição,[],This link does not open for registration,0.0,Neutro,0.5
Catas Altas,MG,Comentario,2022-09-13 21:03:50,uysoares,👏 👏 👏 👏 🔥 🔥 🔥,👏🔥,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f525', 'U0001f525', 'U0001f525']",,0.5,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-13 21:34:31,pousadavistadaserramg,👏 😍,👏😍,,"['U0001f44f', 'U0001f60d']",,0.4,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-14 02:15:17,fabianoatleta,Eu quero,,Eu quero,[],I want to,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-15 13:06:55,tripcatasaltas,Só faltou a prefeitura ter conhecimento dos nomes corretos dos atrativos.,,Só faltou a prefeitura ter conhecimento dos nomes corretos dos atrativos.,[],The city was only missing to be aware of the correct names of the attractions.,0.017,Positivo,0.433
Catas Altas,MG,Comentario,2022-09-12 20:06:18,hospedariaestradareal,"E qual o telefone da delegacia de Catas Altas, pfvr?",,"E qual o telefone da delegacia de Catas Altas, pfvr?",[],"And what is the phone of the Catas Altas Police Station, PFVR?",0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-12 21:24:38,brunoguinu,"E a Guarda Civil Municipal,  ? Até quando iremos esperar?",,"E a Guarda Civil Municipal, ? Até quando iremos esperar?",[],"And the Municipal Civil Guard ,? How long will we wait?",-0.05,Negativo,0.4
Catas Altas,MG,Comentario,2022-09-15 02:24:53,rodrigo_lopez1705,Ué. Não quer falar sobre a GM?,,Ué. Não quer falar sobre a GM?,[],Huh. Don't you want to talk about GM?,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-12 19:41:35,rodrigoaraujo414,E o muro de contenção no fundo da rua Margarida Pereira?,,E o muro de contenção no fundo da rua Margarida Pereira?,[],And the containment wall at the bottom of Margarida Pereira Street?,0.0,Neutro,0.0
Catas Altas,MG,Comentario,2022-09-10 19:21:47,vanessaamanda2080,👏 👏 👏 Show,👏,Show,"['U0001f44f', 'U0001f44f', 'U0001f44f']",Show,0.6,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-10 01:53:52,gracahess,👏 👏 👏 👏 parabéns,👏,parabéns,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",Happy birthday,1.6,Positivo,1.0
Catas Altas,MG,Comentario,2022-09-10 00:58:58,gilmouraocoachritbox,👏 👏 👏 👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",,1.2,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-10 12:04:38,guimaraesnorma,"Falta um parque funcional para crianças , com brinquedos seguros",,"Falta um parque funcional para crianças , com brinquedos seguros",[],"A functional park for children, with safe toys",0.5,Positivo,0.5
Catas Altas,MG,Comentario,2022-09-10 11:28:48,higorvieira_fm,Muito bom 👏,👏,Muito bom,['U0001f44f'],Very good,1.11,Positivo,0.78
Catas Altas,MG,Comentario,2022-09-11 22:43:00,rosa_fsf,Top 👏 👏 👏 👏,👏,Top,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",Top,1.3,Positivo,0.5
Catas Altas,MG,Comentario,2022-09-09 23:00:38,elci2059,👏 👏 👏 👏 👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",,1.4,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-10 01:25:17,viniciushess_,👏,👏,,['U0001f44f'],,0.2,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-09 18:54:52,denisevania1,"LIDERANÇAS POLÍTICAS E EMPRESARIAIS DE ALVINÓPOLIS 👉 Uma cidade do nosso porte tem necessidade de possuir representantes fortes 🤛 🤜 e influentes no legislativo estadual e federal, pois são os deputados que conseguem ser ouvidos pelos mandatários do Poder Executivo. Por isso estamos pedindo 🙏 as lideranças políticas e empresariais de nosso município que expliquem para os candidatos que estão apoiando a necessidade da construção do asfalto Catas Altas – Alvinópolis, 60 km de pavimentação no máximo, colocando nossa região de uma vez por todas dentro da região mineradora de Mariana, Catas Altas, Santa Bárbara, Barão de Cocais, Ouro Preto, Itabirito. 😀 😃 😄",👉🤛🤜🙏😀😃😄,"LIDERANÇAS POLÍTICAS E EMPRESARIAIS DE ALVINÓPOLIS Uma cidade do nosso porte tem necessidade de possuir representantes fortes e influentes no legislativo estadual e federal, pois são os deputados que conseguem ser ouvidos pelos mandatários do Poder Executivo. Por isso estamos pedindo as lideranças políticas e empresariais de nosso município que expliquem para os candidatos que estão apoiando a necessidade da construção do asfalto Catas Altas – Alvinópolis, 60 km de pavimentação no máximo, colocando nossa região de uma vez por todas dentro da região mineradora de Mariana, Catas Altas, Santa Bárbara, Barão de Cocais, Ouro Preto, Itabirito.","['U0001f449', 'U0001f91b', 'U0001f91c', 'U0001f64f', 'U0001f600', 'U0001f603', 'U0001f604']","Alvinópolis Political and Business Leaders a city of our size has the need to have strong and influential representatives in the state and federal legislature, as it is the deputies who can be heard by the officers of the Executive Power. That is why we are asking for the political and business leaders of our municipality that explain to the candidates who are supporting the need to build the Catas Altas asphalt - Alvinópolis, 60 km of paving at most, putting our region once and for all within the mining region Mariana, Catas Altas, Santa Barbara, Baron of Cocais, Ouro Preto, Itabirito.",1.237,Positivo,0.337
Catas Altas,MG,Comentario,2022-09-09 15:06:54,mauricioplakas,👏 👏 ❤ ️,👏❤,️,"['U0001f44f', 'U0001f44f', 'u2764']",️,0.6,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-09 15:36:40,elianacarlabatista,👏 👏 👏 👏 👏 👏 👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",,1.8,Positivo,0.0
Catas Altas,MG,Comentario,2022-09-09 15:58:50,leicypantuza,"👏 👏 👏 👏 , mas a polícia tem. que agir e punir, pois só assim as pessoas pensarão antes de colocar fogo para a finalidade que for",👏,", mas a polícia tem. que agir e punir, pois só assim as pessoas pensarão antes de colocar fogo para a finalidade que for","['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']","but the police have. to act and punish, because only then will people think before setting fire to the purpose",0.8,Positivo,1.0
