Municipio,UF,Post/Coment,Data,Usuario,Comentarios,ComentarioTraduzido,Subjetividade,Polaridade,Analise
Campo Limpo Paulista,SP,Comentario,2022-08-03 15:28:36,mendesitacy,Vcs tão dando ajuda aos moradores que não tem condições de arrumar sua casa também ou não,You guys so helping residents that you can't afford your home too or not,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-02 20:49:59,liliangsales,"Está bem cuidada mesmo, pena que fica a beira de um barranco...nada seguro para as crianças.","It's really well cared for, pity it is on the edge of a ravine ... Not safe for children.",0.3,-0.05,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-02 20:42:55,elaine_alves.1,Corregos e ruas bem cuidadas tbm são ótimos.,Corrects and well -cared for streets are also great.,0.75,0.8,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-02 22:36:46,zete67,Parabéns pelo trabalho. Só que não adianta reforma as praças e deixar a cidade nas trevas! E só andar a noite pela cidade que vemos ela nas trevas. Por que isso está acontecendo?????,Congratulations on the work. But there is no point in renovating the squares and leaving the city in darkness! And just walk the night around the city we see her in darkness. Why is this happening?????,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-03 04:00:51,amandacapovilla,Falta lá no Santa Maria lá tinha que colocar placas pro pessoal evitar de jogar lixo e entulho também,There is missing there in Santa Maria there had to put signs for staff to avoid throwing trash and rubble too,0.05,-0.2,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-02 20:00:08,julyblummernieton,Nossa que lindo né e quando vão cuidar de butujuru o escadao do parque loja da China está um lixao com buraco enorme e sem energia a noite uma vergonha esse abandona vou postar fotos também pra ver se alguém toma uma atitude,Wow that beautiful right and when they will take care of butujuru the staircase of the park store of China is a sanding with huge hole and without energy at night a shame this abandons I will post photos also to see if someone takes an attitude,0.859,0.409,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-04 09:22:26,ellyhitos,Quando o bairro do Jd. Vista Alegre terá a sua? ? Gostaria de marcar com vocês pra voltarmos a falar sobre o projeto.,When the Jd neighborhood. Vista Alegre will have yours? ? I would like to mark with you to talk about the project again.,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-01 22:28:27,beluxy_semijoias,Achei que ia ter atendimento médico entre outros,I thought it was going to have medical attention among others,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-02 02:12:06,gugera011,Castração de pets?????,Pet castration ?????,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-02 02:12:20,gugera011,Cheio de gato e cachorro solto pelo bairro,Full of cat and dog loose through the neighborhood,0.41,0.137,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-02 02:12:23,gugera011,Ajudem a gente,Help us,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-01 21:27:24,bruromeira,"Tudo muito lindo no vídeo, agora na prática estamos sem auxiliares para os deficientes, sem atividades inclusivas, tem dinheiro pra comprar netbook e não tem para contratar auxiliar? Qual a prioridade de vocês? Estamos cansadas de cobrar e não ter respostas, nós mães não queremos ver videozinhos bonitinhos na internet, querermos ação em prol dos nossos filhos!","Everything is very beautiful in the video, now in practice we are without assistants for the disabled, without inclusive activities, have money to buy netbook and do not have to hire auxiliary? What is your priority? We are tired of charging and not having answers, we mothers do not want to see cute videos on the internet, want action for our children!",0.62,0.205,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 22:06:18,silvia.silap39,Só sei que meu filho está no terceiro ano e sempre teve auxiliar pois tem laudo de autismo e TDAH e esse ano simplesmente tiraram a auxiliar dele!! Estou cansada de ir na escola e sempre ter as mesmas respostas! Na secretaria fui duas vezes e nunca fui atendida pois sempre dizem que estão em reunião ! A prática é sempre muito distante dos vídeos! Meu filho eata sendo prejudicado em um ano importante para ele pois as matérias vão ficando mais difíceis!! Mas enfim a inclusão nem é sitada aqui!! Quem se importa né!!,I only know that my son is in the third year and always had auxiliary because he has autism report and ADHD and this year simply took his assistant !! I'm tired of going to school and always having the same answers! At the secretariat I went twice and was never attended because they always say they are in a meeting! The practice is always very far from the videos! My son is being harmed in an important year for him because the subjects are becoming more difficult !! But finally the inclusion is not even sit here !! Who cares right !!,0.672,0.065,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-02 01:30:25,giane.rosa_,"Queria saber qual foi essa avaliação diagnostica que foi realizada ? Sendo que a pouco tempo saiu no jornal uma adolescente de 14 anos negligenciada ,mesmo matriculada o seu sonho é saber ler e escrever. O que percebemos no nosso município a URGÊNCIA de resposta para famílias que solicitou por tempos os direitos de seus filhos a ter auxiliar, AEE,atendimento psicológico, material adequado e adaptado para alunos de inclusão.","I wanted to know what was this diagnostic assessment that was made? Since a 14 -year -old neglected teenager came out in the newspaper, even though her dream is to know how to read and write. What we perceive in our municipality the urgency of response to families who have for a while the rights of their children to assist, ESA, psychological care, suitable material and adapted for inclusion students.",0.35,0.217,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-02 15:11:44,miguelitosbrownie,Cadê inclusão? Os professores auxiliares pata as crianças que precisam? Cadê o treinamento aos professores pra auxiliar essas crianças? Não vi nada disso. Material mini book não vai adiantar em nada sem formação específica. Mais uma vez nossos filhos ficam para trás. Que avaliação foi essa? Baseado em que?,Where's all inclusion? The auxiliary teachers paw the children they need? Where's training to teachers to assist these children? I didn't see any of that. Mini book material will not advance at all without specific formation. Once again our children are left behind. What assessment was this? Based on what?,0.275,-0.133,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-03 11:53:37,giuvedovato,"A minha filha tinha 4 anos quando começou a escola da primeira etapa e ela foi super bem no início que teve aula remota não tive problema nenhum e ela aprendeu muito, coisa dela frequentar uma escola. Acho que falta um pouco de adaptação dos demais eu faço cursos e faculdade online e nunca tive dificuldade e assim foi com a minha filha.","My daughter was 4 years old when she started the school of the first stage and she was very well at the beginning that she had remote class had no problem and she learned a lot, something from her attending a school. I think it lacks a little adaptation of the others I take courses and college online and never had difficulty and so it was with my daughter.",0.307,0.053,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-03 12:08:00,conexao_maes_neuro_atipicas,",propaganda enganosa é Crime.",", misleading advertising is a crime.",0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-03 14:34:14,tiago.juu,"Que vídeo ridículo....só promessa ...vergonha essa cidade. Uma Fake news. Nem precisaria fazer um vídeo para falar dos direitos e deveres que o municipio tem. O interessante se fosse algo inclusivo, extraordinário.","What a ridiculous video .... only promise ... shame this city. A fake news. I wouldn't even have to make a video to talk about the rights and duties that the municipality has. Interestingly if it was something inclusive, extraordinary.",0.9,0.0,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:25:15,oliveira7218,"Achei bem ruim e muito perigoso, o trânsito fica travado principalmente aos sábados, fica sem condições de transitar na avenida. Pedestres correm perigo enfim, deveria voltar como antes.","I found it very bad and very dangerous, traffic is locked mainly on Saturdays, is unable to move on the avenue. Pedestrians are in danger at last, should come back as before.",0.461,-0.337,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:58:20,estergomes6167,Preferia como era antes.,I preferred what it was before.,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-01 11:06:06,cisibeli,"Acho irrelevante este questionamento depois de instalado, prioridade deveria ser tapar os buracos que estão tomando conta dos bairros, onde o padre passa tá super bonitinho de se ver… Guanciale vc desvia de um buraco e cai no outro e garanto que em outros bairros também tenha esse descaso evidente.","I find this question irrelevant after it is installed, priority should be to cover the holes that are taking over the neighborhoods, where the priest passes is super cute to see… Guanciale you deviate from a hole and fall to the other and I guarantee that in other neighborhoods also have This evident neglect.",0.611,0.056,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:47:36,marcel_luis,"Pouco funcional, oferece perigo ao descer dos carros.","Little functional, it offers danger when descending from cars.",0.25,-0.044,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:40:38,laineemoraiss,"Trava o trânsito e não é seguro para o pedestre, não aprovo!","Lock traffic and it's not safe for the pedestrian, I don't approve!",0.5,-0.312,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 16:06:33,rosemerymtz,Estava melhor antes.,It was better before.,0.5,0.5,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 19:33:12,edna_vasconcelos_psi,"Antes seguia o fluxo da avenida, hoje precisa de atenção pra identificar que o carro está estacionado e não causar um acidente.Esse estacionamento próximo ao canteiro, ficou bastante confuso, principalmente para quem não é da cidade. Dificulta também, pessoas idosas ou com dificuldades de locomoção a atravessar a rua.","Before it followed the flow of the avenue, today it needs attention to identify that the car is parked and not cause an accident. This parking near the flowerbed, it was quite confusing, especially for those who are not from the city. It also makes it difficult, elderly people with difficulties of mobility to cross the street.",0.56,-0.14,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:57:05,rosangela_tmardegan,"Não é seguro para quem sai dos seus carros, que geralmente não usam a faixa de pedestres, e quando vão estacionar muito raro darem seta indicando que vão estacionar, sem falar que a rua fica mais estreita e ja vi que muitos estacionam dos dois lado.","It is not safe for those who leave their cars, who usually do not use the pedestrian range, and when they will park very rare to give arrow indicating that they will park, not to mention that the street gets narrower and I've seen that many park on both side.",0.562,0.191,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:56:34,brunomartins021990,"Tem que voltar como era antes,pois está muito perigoso,antes era duas faixas,fluxo era melhor para circular veículos,agora com uma e vários pontos tem que fazer zigui zague,os comerciantes não podem só pensar o que é bom para eles,e sim na vida do próximo. Deficientes ter que atravessar correndo perigo,fora que todos sabem que departamento de trânsito da cidade é o pior de todas cidades vizinhas,não tem planejamento,eles só jogam tinta no chão e pronto,sem estudo nenhum,podem reparar que maioria das ruas tem que andar na contramão,pois divisão de faixas são erradas. Tem muito que melhorar","You have to go back as it was before, because it is very dangerous, before it was two lanes, flow was better to circulate vehicles, now with one and several points have to do Zigui defenders, traders can not just think what is good for them, and Yes in the life of others. Disabled to have to go through danger, other than that everyone knows that the city's traffic department is the worst of all neighboring cities, no planning, they only throw paint on the floor and ready, without any study, can notice that most of the streets have to Walking against the opposite, as track division are wrong. There is a lot to improve",0.513,-0.054,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 21:09:55,crispedromo,Um absurdo. Imagina um cadeirante precisa do sair do carro... Acho que as normas de trânsito foram violadas.,A absurd. Imagine a wheelchair need to get out of the car ... I think the traffic rules were violated.,1.0,-0.5,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 00:02:54,ferrrnogueira,"Eu achei ótimo pois alem dos recuos em alguns comercios ainda tem a avenida toda para estacionar. Já com o estacionamento a direita, devido as guias rebaixadas reduziria pelomenos 70% das vagas que temos hj eu sou contra voltar como era.","I thought it was great because besides the setbacks in some trades there is still the whole avenue to park. Already with the parking lot on the right, due to the downgrades would reduce pelomenos 70% of the vacancies we have today I am against returning as it was.",0.515,0.29,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 20:40:34,g.gomes_10,Foi a pior a ideia que eu já vi na minha vida,The worst idea I have ever seen in my life was,1.0,-1.0,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:47:02,gerusa.gomes.50,Já passou da hora de fazer essa mudança!!,It's past time to make this change !!,0.25,-0.391,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 10:49:22,juniorterra_lima,"Por que não melhorar o que foi feito ao invés de retroceder e acabar com as vagas? Ou melhor, pergunte aos comerciantes da via o que eles acham…afinal são eles que geram receita pra cidade.","Why not improve what was done instead of backwards and ending the vacancies? Or rather, ask the traders of the road what they think… after all they are the ones who generate revenue for the city.",0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:52:44,giovana.burock,"Péssimo! Antigamente era bem melhor, hoje está muito perigoso para o pedestre e para motoristas que não conhecem a cidade","Terrible! It was formerly much better, today is very dangerous for pedestrians and for drivers who do not know the city",0.833,-0.427,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 00:02:32,katia____ferreira_,Como era antes,As it was before,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-08-01 03:03:57,brianwilliann,"Para o setor econômico da cidade foi bom, com vaga próx ao comércio. Poderiam ter feito melhor a sinalização, mas as vagas assim é a única opção para mais. O trânsito que faz no sábado pela manhã é por conta da feira.","For the economic sector of the city was good, with a next place to trade. They could have done the signaling better, but the vacancies like this is the only option for more. The traffic you make on Saturday morning is because of the fair.",0.529,0.371,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-02 14:09:39,_carolinabeck,"Ao meu ver o espaço de estacionamento não esta sendo bom. Ficou muito perigoso, pois não há espaço o suficiente para ter estacionamento nas laterais + a faixa comum da passagem de carros. Nos finais de semana há um grande fluxo de carros e de pedestres, onde acaba gerando “transito” desnecessário, um grande número de passagem de pedestres fora das faixas e mais a saída de carros nas laterais dos comércios os redor. Tudo bem que pode ter ajudado muito o comércio, mas vale pena rever se isso esta sendo viável para todos.","In my view the parking space is not being good. It was very dangerous, as there is not enough space to have parking on the sides + the common range of the passage of cars. On weekends there is a large flow of cars and pedestrians, where it ends up generating unnecessary “traffic”, a large number of crossing crossings off the lanes and more the exit of cars on the sides of the trades around them. It's okay that it may have helped the trade a lot, but it is worth reviewing if this is being viable for everyone.",0.546,0.095,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 03:15:53,anjos1360,"Acho ótimo, só resolver os problemas citados.","I think it's great, just solve the problems mentioned.",0.75,0.8,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 23:03:48,rodrigoluisdegodoi,"Óbvio que exigir educação e respeito de todos no trânsito é uma utopia, rincipalmente aqui em Campo Lpo Pta. Os estacionamentos nos canteiros ajudam e muito o comércio local, pois antes disso estacionar estava muito difícil. Algumas pessoas precisam se reciclar e ter um pouco mais de empatia quando alguém for estacionar ou se estiver de saída de uma dessas vagas. Que tal um post questionando os barulhos de bares nos finais de semana, inclusive com shows nas calçadas dos bairros? Que tal um post perguntando a nossa opinião sobre segurança ou, até mesmo, o nosso sentimento quando precisamos contatar o serviço da polícia local e eles responderem que não possuem carros para mandar?","Obviously, demanding everyone's education and respect in traffic is a utopia, rincpely here in LPO PTA. The parking lots in the flower beds help the local commerce, because before that parking was very difficult. Some people need to recycle and have a little more empathy when someone goes to park or if they leave one of these vacancies. How about a post questioning the noises of bars on weekends, including shows on the sidewalks of the neighborhoods? How about a post asking our opinion of security or even our feeling when we need to contact the local police service and they answer that they don't have cars to send?",0.417,-0.056,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 20:42:27,g.gomes_10,Já passou da hora de voltar ao que era antes,It's past time to return to what it was before,0.25,-0.25,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:58:39,alecao.bb.aguirra,"Vejo direto motoristas andando por cima das faixas de estacionamento e desembarque, não são respeitadas as marcações, perigoso demais.","I see direct drivers walking over the parking and landing ranges, the markings are not respected, too dangerous.",0.65,-0.25,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:43:33,franciane0,Achava melhor do outro lado,I thought it was better on the other side,0.438,0.188,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 20:41:35,g.gomes_10,"Eu já tinha visto ideia ruim, mas essa supera todas","I had already seen bad idea, but this one surpasses all",0.667,-0.7,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 21:45:10,laurinha_fsnoronha,Acho muito ruim!!! Atrapalha muito o trânsito!,I find it very bad !!! It hinders the traffic a lot!,0.867,-1.0,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:35:52,twin_sandra,"Melhor deixar assim,pq os comerciantes de Campo limpo Paulista tomaram conta das calçadas como seus estacionamentos particulares,e vem pra cima de quem ousa estacionar na vaga,ou seja deixaram a cidade sem vagas para estacionar, prejudicando o comércio em geral","Better to leave this way, because the Campo Limpo Paulista traders took over the sidewalks as their private parking, and comes to those who dare to park in the vacancy, that is, they left the city without parking spaces, damaging trade in general",0.344,0.138,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:03:31,flavioprado1988,"Esse estacionamento esta todo errado, um perigo desembarcar crianças e idosos, sem contar que muitos abrem a porta sem ao menos olhar, o quanto antes voltar ao normal melhor.","This parking lot is all wrong, a danger disembarking children and the elderly, not to mention that many open the door without at least look, as soon as possible to return to normal better.",0.636,0.05,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 00:04:07,jbdrago,"Ficou ótimo,tem muita mais vagas,agora da até pra ir nas lojas","It was great, there are a lot more vacancies, now to go to stores",0.625,0.65,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:44:01,cristinaestilos,Não gostei,Did not like,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:35:41,renansilva27,Que estacionamento porque não se preocupa com a iluminação do novo viaduto em frente o fórum de noite não da pra ver um palmo na frente,What a parking lot because you don't care about the lighting of the new viaduct in front of the night forum you can't see a hand in front,0.455,0.136,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:17:08,danynha1984,"Não gosto, desnecessário atrapalha o trânsito","I don't like, unnecessary hinders traffic",0.9,-0.4,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:44:26,kissianathaly,"Completamente insano, sem segurança nenhuma e muito perigoso!","Completely insane, without any security and very dangerous!",1.0,-0.988,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:21:43,julira_roger,"Com certeza há mais vagas,porém ficou muito perigoso.","For sure there are more vacancies, but it was very dangerous.",0.796,0.073,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:34:10,verinha.lt,"odeio, preferia como antes","I hate, I preferred as before",0.9,-0.8,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 17:17:50,agabedaracso,"Ajuda muito quem tem comércio , porém perigoso para pedestres e motociclistas!","It helps a lot who has commerce, but dangerous for pedestrians and motorcyclists!",0.9,-0.75,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:20:51,paulavalerioa,"Seria melhor do outro lado, pois é perigoso.","It would be better on the other side, as it is dangerous.",0.592,-0.075,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 13:23:44,patyerosoaresdebarros,"Antes era muito melhor, agora ficou uma bagunça","Before it was much better, now it was a mess",0.338,0.162,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:40:08,diego_givida,"Ficou extremamente perigoso para quem desce do passageiro pois quem vem não respeita a faixa e passa quase atropelando, ou seja sem noção nenhuma quem fez esse planejamento com todo respeito.","It was extremely dangerous for those who go down the passenger because those who come do not respect the track and pass almost running over, ie clueless who made this planning with all due respect.",0.521,-0.294,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:56:35,ruthdslima,"Um absurdo, comércio de um lado carros do outro sem acessibilidade nenhuma para cadeirantes, deficientes, idosos e até mesmo mães com crianças. Espero k mude urgentemente.","An absurdity, trade on one side cars on the other without any accessibility for wheelchair users, disabled, elderly and even mothers with children. I hope k change urgently.",0.338,-0.162,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 13:55:31,artboydj,Na minha opinião é melhor o lado do canteiro propocionando mais vagas a todos,In my opinion it is better the side of the flowerbed proposing more vacancies to all,0.5,0.5,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:01:52,carlocardosoolivieri,Era melhor antes,It was better before,0.5,0.5,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:32:07,dhiblacksoul,"Com a mudança, o trânsito ficou pior; nas manhã de sábado, nos horários de pico o trânsito fica horrível, parece que a cidade tem 500 mil habitantes.","With the change, traffic got worse; On Saturday morning, at peak times traffic is horrible, it seems that the city has 500 thousand inhabitants.",0.8,-0.7,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:35:55,wagnerjosecruz,Não gostei..,Did not like..,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-07-31 23:29:36,cyprianoclp,"Sugiro revisão por profissionais da área! Porém como usuário minha opinião é que ao mesmo tempo que é aumenta o número de vagas! Deve ser adequado sinalização mais eficaz, e orientação de uso! Pois a faixa de desembarque é usada como corredor de motos o que aumenta o risco de acidentes, desembracar com idosos, crianças e deficientes torna mais frágil a margem de acidentes, então se for permanecer deve ser investido em sinalização e infraestrutura! Com melhor sinalização de solo e aérea! E tbm a iluminação de faixas de pedestres na mesma área ""da Adherbal"" onde tem um fluxo alto de veículos, fica difícil visualizar pedestres querendo passar na faixa por conta da pouca iluminação e ainda na reta dos coqueiros que confundem o motorista que tem q frear em cima quando da tempo! Entre outras observações a serem observadas junto a especialistas competentes da área! Até mesmo pq tudo que é sugerido por populares muitas vezes não é levado adiante por intervenção de quem é da área alegando não estar nas normas legais ""abnts"" ""ISO"" e afins .... att","I suggest review by professionals in the area! But as a user my opinion is that while the number of vacancies is increasing! More effective signs and guidance for use must be adequate! Because the landing range is used as a motorcycle corridor which increases the risk of accidents, unmistes with the elderly, children and disabled makes the margin of accidents more fragile, so if it remains it should be invested in signaling and infrastructure! With better soil and air signaling! And also the lighting of pedestrian bands in the same area ""as Adherbal"" where there is a high flow of vehicles, it is difficult to see pedestrians wanting to pass the track because of little lighting and even in the line of coconut trees that confuse the driver who has to brake On top when time! Among other observations to be observed with competent experts in the area! Even because everything that is suggested by popular is often not taken later by intervention of who is in the area claiming not to be in legal norms ""ABNTs"" ""iso"" and the like .... Att",0.485,0.226,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:26:57,smguarez,"Aumentou o número de vagas mas ficou extremamente perigoso, e as faixas de pedestres que poucos respeitam , quem não conhece a cidade de se perde quando está transitando.","Increased the number of vacancies but was extremely dangerous, and the pedestrian bands that few respect, who does not know the city of lost when moving.",0.5,-0.4,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:22:40,roselisilv5,"Muito ruim,vc vai entrar aqui na rua do lado do laboratório Meta, é muito difícil de ver os carros descendo, muito perigoso ao descer dos carros TB,ficou pior do que antes","Very bad, you will go here on the street next to the Meta Laboratory, it is very difficult to see the cars down, very dangerous when getting out of cars tb, it got worse than before",0.626,-0.483,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:10:41,fabiocarelli2020,Mão inglesa !! Péssima a,English hand !! Lousy to,0.25,-0.25,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 00:03:12,proalinethais,"Acredito que poderia ser vagas de quarenta e cinco graus, parada mais rápida e o embarque mais seguro","I believe it could be vacancies of forty -five degrees, faster stop and the safer boarding",0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:24:20,alexandre_sccp_s,Fora o problema do canteiro central não há possibilidade de caminhar até a faixa de pedestres para atravessar com segurança,Apart from the problem of the central flowerbed there is no possibility of walking to the pedestrian strip to cross safely,0.25,0.167,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 16:49:29,dinhobrsp,Também não gostei. Prejudica a fluidez do trânsito. Por um lado ajuda a ter vagas de estacionamento porém é melhor um trânsito livre.,"I didn't like it either. It impairs traffic fluidity. On the one hand, it helps to have parking spaces but a free traffic is better.",0.65,0.45,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:21:32,ricardocestaroli,"É ótimo, incentiva o comércio local...ali o cliente chega e na maioria dos comércios e salas comerciais não tem estacionamento","It's great, it encourages local commerce ... There the customer arrives and in most businesses and commercial rooms has no parking",0.312,0.325,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 12:30:42,rommanel_rose,"O lado não é ruim, o ruim é que o canteiro não permite abrir a porta do carro, prejudica um motorista cadeirante, então precisava prepara o canteiro central primeiro!","The side is not bad, the bad thing is that the flowerbed does not allow to open the car door, it harms a wheelchair driver, so it needed to prepare the central flowerbed first!",0.483,-0.007,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:37:57,gloria.gonzagadasilva,Eu não gostei preferia como era antigamente bem mais fácil,I didn't like I preferred how much easier it was,0.2,0.2,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:11:13,fabiocarelli2020,Quem teve a idéia deveria ser demitida!! Quanta estupidez em uma pessoa só,Who had the idea should be fired !! How stupid in one person,1.0,-0.8,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:46:21,jailma.almeida.507,"Acho perigoso, antes era mas seguro, embora assim tenha mas vaga.","I find it dangerous, before it was but safe, although so it has but vague.",0.633,-0.2,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:11:06,michele_santiago_mirella_,"Perigoso, péssima idéia!","Dangerous, bad idea!",0.783,-0.737,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:09:07,larissadsgago,"É bom ter mais vagas, mas acho bem perigoso","It's good to have more vacancies, but I find it very dangerous",0.7,0.14,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:18:48,kusmitsch.igor,Melhor como era antes!,Better as it was before!,0.5,0.625,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 18:21:42,jonas4179ribeiro,Otimo,Excellent,1.0,1.0,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 17:56:09,danilozanon,"Está melhor assim ,como comerciante aumentou as vagas, só quem tem loja na Adherbal sabe o que os clientes reclamavam pra estacionar e as vezes iam embora...","It's better this way, as a trader increased the vacancies, only those who have a store at Adherbal knows what customers complained to park and sometimes they were leaving ...",0.567,0.067,Positivo
Campo Limpo Paulista,SP,Comentario,2022-08-01 02:42:22,kumagaifernando,Achei q ficou ótimo!!! Quantas vezes precisei ir até uma loja e não encontrava uma vaga para estacionar !!! Os comerciantes ganham e as pessoas q querem comprar t,I thought it was great !!! How many times I had to go to a store and could not find a parking space !!! Traders win and people who want to buy t,0.55,0.926,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 21:04:29,luci_ferreira2020,Não gostei,Did not like,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:46:14,rosemare09,"Muito ruim, perigoso demais.","Very bad, too dangerous.",0.883,-0.755,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 12:45:49,carlosralves63,"Antes era melhor, como motorista não vi vantagem alguma da forma que está hoje.","Before it was better, as a driver I saw no advantage as it is today.",0.5,0.5,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:44:22,agnaldomodestocardoso,Vai tapar os buracos das ruas porque nos bairros nem tem como desviar mais de buraco .,It will cover the holes from the streets because in the neighborhoods there is no way to divert from hole.,0.0,0.0,Neutro
Campo Limpo Paulista,SP,Comentario,2022-07-31 19:44:29,maristela.kelly,"Agora tem mais vagas. Mas precisa melhorar, como está o desembarque é terrível para quem tem crianças e idosos.","Now there are more vacancies. But it needs to improve, as the landing is terrible for those who have children and the elderly.",0.75,-0.25,Negativo
Campo Limpo Paulista,SP,Comentario,2022-08-01 00:06:04,benctor,"Fica arriscado para o pedestre, deixa pontos cegos pro motorista. Deveria mudar.","It is risky for the pedestrian, leaves blind points to the driver. Should change.",0.667,-0.5,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 22:07:09,ssirleygomes,devia se preocupar tbm com a rua primeiro de dezembro no marsola Ta um inferno carro estacionado dos 2 lado da rua,should worry about the street first of December in marsola is a hell parked on the 2 side of the street,0.333,0.25,Positivo
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:13:29,cleide_sb,Uma estupidez.,A stupidity.,1.0,-0.6,Negativo
Campo Limpo Paulista,SP,Comentario,2022-07-31 20:58:02,eliane_ba_,Ridículo vc descer encima dos canteiros e o passageiro correndo perigo,Ridiculous you go down to the beds and the passenger running danger,0.644,-0.244,Negativo
